Writing to File.....
1,536
2,1238
3,1856
4,2404
5,3334
6,3538
7,3880
8,4032
9,4342
10,4730
11,5018
12,5240
13,5838
14,5996
15,6614
16,7116
17,7818
18,8436
19,9138
20,9934
21,10090
22,10418
23,11266
24,12042
25,12180
26,12204
27,12740
28,12764
29,13354
30,13530
31,13772
32,13948
33,14650
34,15028
35,15654
36,16146
37,17044
38,17068
39,17454
40,17612
41,17954
42,18490
43,18630
44,19194
45,19370
46,19546
47,20172
48,20666
49,21218
50,21920
51,22490
52,23272
53,24082
54,24404
55,24670
56,25372
57,26074
58,26250
59,26814
60,27200
61,27358
62,27534
63,28026
64,28202
65,28694
66,29186
67,29756
68,29938
69,30818
70,31310
71,32012
72,32036
73,32424
74,32562
75,33246
76,34150
77,34828
78,35676
79,35700
80,36444
81,36792
82,37200
83,37748
84,38240
85,38446
86,38788
87,39110
88,39812
89,40038
90,40646
91,41148
92,41892
93,42740
94,42898
95,42980
96,43474
97,43966
98,44374
99,44696
100,45398
101,45556
102,46380
103,47278
104,47384
105,47522
106,47792
107,48272
108,48520
109,48862
110,49760
111,49992
112,50556
113,50878
114,51200
115,51312
116,51804
117,52284
118,52886
119,53592
120,53868
121,54134
122,54594
123,54936
124,55094
125,55754
126,56456
127,57074
128,57396
129,57718
130,58624
131,58648
132,58870
133,59418
134,59804
135,59942
136,60490
137,61286
138,61628
139,61850
140,62026
141,62730
142,63008
143,63906
144,64534
145,65252
146,65428
147,66276
148,66300
149,66844
150,67336
151,67772
152,67992
153,68150
154,68288
155,68874
156,69492
157,69668
158,69996
159,70372
160,70936
161,71482
162,71746
163,71884
164,72378
165,72656
166,73150
167,73778
168,74480
169,75182
170,75746
171,75904
172,76110
173,76736
174,77364
175,78066
176,78212
177,78914
178,79450
179,80298
180,80982
181,81324
182,81712
183,82308
184,82844
185,82868
186,83168
187,83442
188,84068
189,84410
190,84702
191,84860
192,85288
193,85630
194,86066
195,86286
196,86988
197,87474
198,88176
199,88334
200,88656
201,89358
202,89426
203,89998
204,90282
205,90624
206,90966
207,91668
208,92582
209,93284
210,93426
211,94128
212,94470
213,94746
214,95448
215,96036
216,96378
217,96582
218,97040
219,97428
220,97922
221,98732
222,99434
223,99574
224,100010
225,100288
226,100768
227,100926
228,101102
229,101730
230,101886
231,101910
232,101972
233,101996
234,102532
235,103364
236,103928
237,104034
238,104882
239,105446
240,106256
241,106432
242,106608
243,107088
244,107430
245,107772
246,108474
247,109282
248,109762
249,109864
250,109952
251,110856
252,111032
253,111268
254,111886
255,112496
256,113402
257,113744
258,114086
259,114694
260,115522
261,115864
262,116022
263,116920
264,117096
265,117254
266,117430
267,117686
268,118534
269,119174
270,120022
271,120204
272,120824
273,121036
274,121626
275,122118
276,122820
277,123300
278,123928
279,124566
280,125246
281,125404
282,125746
283,125922
284,126310
285,126652
286,127354
287,128108
288,128672
289,129310
290,129680
291,129880
292,130582
293,130606
294,130948
295,131512
296,132320
297,132884
298,133226
299,133430
300,133652
301,133994
302,134542
303,135170
304,135374
305,136052
306,136900
307,137242
308,137584
309,138076
310,138386
311,139088
312,139792
313,140294
314,140622
315,140798
316,140892
317,141668
318,142370
319,142900
320,143086
321,143522
322,143764
323,144006
324,144348
325,144670
326,145512
327,146004
328,146828
329,146986
330,147308
331,147602
332,148190
333,148584
334,149482
335,150380
336,151082
337,151574
338,152422
339,153124
340,153230
341,153722
342,154340
343,154364
344,154856
345,155558
346,155582
347,156392
348,156884
349,157226
350,157384
351,157468
352,158170
353,158326
354,158936
355,159638
356,159860
357,160562
358,161264
359,161722
360,162214
361,162480
362,162620
363,163058
364,163424
365,164272
366,164950
367,165412
368,166052
369,166380
370,167082
371,167424
372,168042
373,168512
374,169336
375,169360
376,169682
377,170090
378,170792
379,171496
380,171788
381,171946
382,171970
383,172506
384,173094
385,173602
386,173684
387,173888
388,174734
389,175076
390,175366
391,175694
392,175914
393,176202
394,176378
395,176518
396,176624
397,176946
398,177844
399,178462
400,179116
401,179818
402,179956
403,180876
404,181368
405,181672
406,182374
407,182910
408,182934
409,183426
410,183878
411,184504
412,185052
413,185228
414,185930
415,186558
416,187260
417,187752
418,188316
419,188572
420,189274
421,189450
422,189734
423,189758
424,190376
425,190994
426,191496
427,192292
428,192856
429,193558
430,193778
431,194626
432,194892
433,195494
434,196454
435,196612
436,196752
437,196890
438,197480
439,197916
440,198164
441,198618
442,199004
443,199180
444,199458
445,199800
446,200364
447,200584
448,200698
449,201190
450,201966
451,202272
452,202484
453,203186
454,203666
455,204008
456,204184
457,204526
458,205144
459,205614
460,205956
461,206114
462,206552
463,206576
464,206734
465,207226
466,207844
467,208186
468,208312
469,208952
470,209410
471,209904
472,210440
473,210782
474,210920
475,211106
476,211482
477,212184
478,212678
479,213296
480,214078
481,214558
482,215406
483,215696
484,216632
485,216808
486,217344
487,218266
488,218894
489,219522
490,220370
491,220546
492,221122
493,221824
494,222098
495,222190
496,222828
497,223004
498,223214
499,223518
500,223904
501,224826
502,225116
503,225382
504,225724
505,226384
506,227086
507,227830
508,228382
509,229010
510,229352
511,230274
512,230616
513,230792
514,231400
515,231666
516,232032
517,232310
518,232396
519,232616
520,233440
521,234344
522,234838
523,235214
524,235716
525,235892
526,236140
527,236360
528,236422
529,236580
530,237198
531,237520
532,237956
533,238392
534,238670
535,239162
536,239780
537,240272
538,240484
539,240642
540,241136
541,241794
542,242232
543,242860
544,243048
545,243750
546,244016
547,244552
548,245254
549,245596
550,245620
551,246484
552,246732
553,246944
554,247436
555,248054
556,248376
557,248400
558,249102
559,249444
560,250146
561,250582
562,251062
563,251598
564,251818
565,251906
566,252044
567,252386
568,253234
569,253714
570,254416
571,254908
572,255046
573,255222
574,255608
575,256310
576,256486
577,256662
578,257032
579,257580
580,257736
581,258272
582,258448
583,258472
584,259320
585,259406
586,260108
587,260656
588,261192
589,261330
590,262234
591,262410
592,262708
593,263188
594,263364
595,263606
596,263992
597,264406
598,264900
599,265158
600,265452
601,265890
602,266828
603,267132
604,267474
605,267966
606,268668
607,269162
608,269338
609,269362
610,269582
611,270162
612,270504
613,271092
614,271380
615,272082
616,272330
617,273074
618,274032
619,274580
620,275428
621,276326
622,276862
623,277138
624,277296
625,277998
626,278174
627,278666
628,279564
629,279740
630,279898
631,280074
632,280250
633,281026
634,281050
635,281226
636,282186
637,282434
638,282710
639,282734
640,283196
641,284092
642,284640
643,284798
644,285696
645,286082
646,286360
647,287266
648,287796
649,288422
650,289326
651,289820
652,290522
653,291068
654,291562
655,292098
656,292650
657,292926
658,293628
659,294122
660,294616
661,295464
662,295622
663,295728
664,296430
665,296650
666,296930
667,297070
668,297246
669,297466
670,297808
671,298260
672,298602
673,298880
674,299056
675,299592
676,299892
677,299916
678,300618
679,301216
680,301918
681,302444
682,302934
683,303598
684,304006
685,304328
686,304864
687,305674
688,306226
689,306250
690,306326
691,306382
692,307206
693,307824
694,308210
695,308282
696,308892
697,309068
698,309916
699,310258
700,310434
701,311074
702,311250
703,311952
704,312446
705,313010
706,313546
707,314248
708,314272
709,315072
710,315432
711,315710
712,316204
713,316470
714,316706
715,317198
716,317356
717,317532
718,317752
719,318298
720,319000
721,319158
722,319500
723,320324
724,321026
725,321586
726,322434
727,322970
728,323128
729,323304
730,323796
731,323954
732,324340
733,324364
734,324504
735,325182
736,325474
737,325698
738,326522
739,326864
740,327428
741,327452
742,328070
743,328688
744,328908
745,329400
746,329742
747,330020
748,330918
749,331662
750,332214
751,332600
752,333218
753,333782
754,334484
755,335110
756,336000
757,336702
758,337652
759,338088
760,338366
761,339088
762,339624
763,340222
764,340924
765,341100
766,341718
767,342420
768,343028
769,343520
770,344222
771,344672
772,345520
773,345658
774,346194
775,346742
776,346978
777,347480
778,347918
779,348004
780,348540
781,348678
782,349058
783,349552
784,350192
785,350350
786,350876
787,351098
788,351274
789,351768
790,352206
791,352346
792,353244
793,353382
794,353840
795,354182
796,354752
797,354776
798,354934
799,355482
800,356036
801,356060
802,356662
803,357156
804,357692
805,357868
806,358716
807,359306
808,360008
809,360302
810,360740
811,360884
812,360908
813,361272
814,362194
815,362370
816,363072
817,363534
818,363850
819,364008
820,364710
821,365202
822,365468
823,365574
824,366276
825,367192
826,367794
827,368136
828,368774
829,368868
830,368892
831,369154
832,369292
833,369930
834,370128
835,370622
836,371212
837,371706
838,372308
839,372788
840,373490
841,373596
842,374298
843,374518
844,375054
845,375546
846,375652
847,376500
848,376528
849,377230
850,377794
851,378496
852,379198
853,379900
854,380518
855,381220
856,381536
857,381802
858,382210
859,382798
860,383542
861,383864
862,383888
863,384208
864,384484
865,385186
866,385888
867,386676
868,386700
869,386966
870,387124
871,387452
872,387794
873,388330
874,389032
875,389672
876,389938
877,390786
878,391488
879,392410
880,392902
881,393466
882,393568
883,393810
884,394152
885,394854
886,395482
887,395824
888,396000
889,396458
890,396844
891,397302
892,397930
893,398548
894,399250
895,399742
896,400180
897,400268
898,400546
899,401394
900,402242
901,402854
902,402966
903,403594
904,404086
905,404580
906,405116
907,405552
908,406010
909,406396
910,407056
911,407550
912,408398
913,409266
914,410158
915,410334
916,410492
917,411040
918,411352
919,411716
920,411854
921,412556
922,413364
923,413706
924,413812
925,413970
926,414356
927,414380
928,414756
929,415654
930,415920
931,415944
932,416882
933,417188
934,417574
935,417850
936,417956
937,418342
938,419148
939,419286
940,419690
941,420182
942,420770
943,420928
944,421630
945,422332
946,423034
947,423932
948,424426
949,425128
950,425406
951,425700
952,425936
953,426212
954,426490
955,427054
956,427230
957,427572
958,427712
959,427932
960,428070
961,428688
962,429326
963,429574
964,430276
965,430878
966,431358
967,432060
968,432650
969,433246
970,433782
971,434688
972,434712
973,434888
974,435046
975,435204
976,435906
977,436046
978,436616
979,436754
980,437458
981,437596
982,438224
983,438428
984,438534
985,439122
986,440020
987,440178
988,440444
989,441146
990,441458
991,441598
992,442092
993,442268
994,443116
995,443458
996,443724
997,443902
998,444466
999,444788
1000,445306
1001,445482
1002,445560
1003,445716
1004,445982
1005,446006
1006,446164
1007,447092
1008,447116
1009,447382
1010,447540
1011,448168
1012,448352
1013,448490
1014,448712
1015,449126
1016,450024
1017,450794
1018,451136
1019,451402
1020,451540
1021,451882
1022,452318
1023,452342
1024,452500
1025,453048
1026,453206
1027,453908
1028,454496
1029,454672
1030,455172
1031,455438
1032,455624
1033,455800
1034,455988
1035,456164
1036,456656
1037,457474
1038,457816
1039,458444
1040,458568
1041,459104
1042,459952
1043,460874
1044,460986
1045,461688
1046,462126
1047,462266
1048,462490
1049,462514
1050,462950
1051,463538
1052,464240
1053,465138
1054,465162
1055,466068
1056,466966
1057,467308
1058,467452
1059,467988
1060,468264
1061,468524
1062,468552
1063,469254
1064,469748
1065,470070
1066,470990
1067,471332
1068,471470
1069,472172
1070,472448
1071,472744
1072,473592
1073,474062
1074,474404
1075,474968
1076,475074
1077,475098
1078,475800
1079,475972
1080,476250
1081,476486
1082,477114
1083,477380
1084,478082
1085,478784
1086,479332
1087,479812
1088,480424
1089,480582
1090,480720
1091,480940
1092,481028
1093,481876
1094,482774
1095,482924
1096,483100
1097,483998
1098,484988
1099,485480
1100,486116
1101,486274
1102,486992
1103,487862
1104,488098
1105,488946
1106,489648
1107,490552
1108,490938
1109,491352
1110,491510
1111,491668
1112,492370
1113,493218
1114,493454
1115,493592
1116,494086
1117,494704
1118,495406
1119,496108
1120,496450
1121,496608
1122,497512
1123,498214
1124,498706
1125,499408
1126,499750
1127,500550
1128,500754
1129,500860
1130,500966
1131,501668
1132,502010
1133,502650
1134,502826
1135,503318
1136,503874
1137,504050
1138,504122
1139,504280
1140,504540
1141,505032
1142,505516
1143,506124
1144,506660
1145,506684
1146,507262
1147,507756
1148,508654
1149,508840
1150,509542
1151,510034
1152,510058
1153,510882
1154,511204
1155,512102
1156,512870
1157,512976
1158,513114
1159,513572
1160,514064
1161,514240
1162,515054
1163,515160
1164,515862
1165,516138
1166,516632
1167,516808
1168,517356
1169,517698
1170,517918
1171,517942
1172,518512
1173,519214
1174,519372
1175,520074
1176,520692
1177,521502
1178,521678
1179,521836
1180,522538
1181,523386
1182,523888
1183,523994
1184,524696
1185,525232
1186,526042
1187,526536
1188,526712
1189,527340
1190,528042
1191,528578
1192,528920
1193,529096
1194,529588
1195,529746
1196,530636
1197,531338
1198,532162
1199,532428
1200,532614
1201,533316
1202,534180
1203,534616
1204,534908
1205,534932
1206,534956
1207,535492
1208,535650
1209,536352
1210,536940
1211,537098
1212,537392
1213,537658
1214,538150
1215,538326
1216,539028
1217,539512
1218,539854
1219,540074
1220,540250
1221,540620
1222,541166
1223,541776
1224,541916
1225,542258
1226,542416
