0,0
1,109
2,54
3,39
4,33
5,21
6,184
7,189
8,80
9,128
10,37
11,49
12,27
13,200
14,60
15,71
16,75
17,27
18,162
19,144
20,89
21,111
22,60
23,254
24,8
25,24
26,13
27,86
28,129
29,12

